Concurso,Data,Local Realizacao,Rateio Processamento,Acumulou,Valor Acumulado,Dezenas,Premiacao
239,2000-09-30T00:00:00-03:00,,False,False,0,"06, 21, 33, 44, 46, 47","Sena (1 ganhadores), Quina (30 ganhadores), Quadra (3826 ganhadores)"
240,2000-10-07T00:00:00-03:00,,False,True,11686511.34,"25, 28, 38, 41, 57, 59","Sena (0 ganhadores), Quina (103 ganhadores), Quadra (6244 ganhadores)"
241,2000-10-14T00:00:00-02:00,,False,True,13712211.55,"11, 31, 35, 40, 56, 57","Sena (0 ganhadores), Quina (74 ganhadores), Quadra (5485 ganhadores)"
242,2000-10-21T00:00:00-02:00,,False,True,16132069.11,"04, 07, 21, 22, 28, 56","Sena (0 ganhadores), Quina (203 ganhadores), Quadra (13497 ganhadores)"
243,2000-10-28T00:00:00-02:00,,False,True,18728383.13,"11, 16, 20, 23, 32, 47","Sena (0 ganhadores), Quina (180 ganhadores), Quadra (13705 ganhadores)"
244,2000-11-04T00:00:00-02:00,,False,True,22081659.67,"19, 24, 33, 47, 50, 60","Sena (0 ganhadores), Quina (204 ganhadores), Quadra (14735 ganhadores)"
245,2000-11-11T00:00:00-02:00,,False,False,0,"08, 27, 44, 51, 53, 60","Sena (3 ganhadores), Quina (283 ganhadores), Quadra (21593 ganhadores)"
246,2000-11-18T00:00:00-02:00,,False,True,1036993.8,"02, 16, 32, 37, 43, 57","Sena (0 ganhadores), Quina (93 ganhadores), Quadra (5429 ganhadores)"
247,2000-11-25T00:00:00-02:00,,False,True,2196692.29,"03, 10, 23, 30, 34, 46","Sena (0 ganhadores), Quina (80 ganhadores), Quadra (6425 ganhadores)"
248,2000-12-02T00:00:00-02:00,,False,True,3489735.08,"16, 32, 34, 35, 41, 56","Sena (0 ganhadores), Quina (50 ganhadores), Quadra (4862 ganhadores)"
249,2000-12-09T00:00:00-02:00,,False,True,4906709.76,"21, 36, 40, 49, 54, 55","Sena (0 ganhadores), Quina (60 ganhadores), Quadra (4247 ganhadores)"
250,2000-12-16T00:00:00-02:00,,False,True,22593628.59,"07, 25, 41, 42, 43, 55","Sena (0 ganhadores), Quina (203 ganhadores), Quadra (15545 ganhadores)"
251,2000-12-23T00:00:00-02:00,,False,True,25936007.67,"15, 23, 30, 34, 49, 55","Sena (0 ganhadores), Quina (180 ganhadores), Quadra (12813 ganhadores)"
252,2000-12-30T00:00:00-02:00,,False,False,0,"04, 17, 26, 32, 51, 54","Sena (2 ganhadores), Quina (354 ganhadores), Quadra (22122 ganhadores)"
253,2001-01-06T00:00:00-02:00,,False,True,1056248.75,"11, 12, 24, 37, 44, 56","Sena (0 ganhadores), Quina (126 ganhadores), Quadra (7260 ganhadores)"
254,2001-01-13T00:00:00-02:00,,False,True,2355166.17,"01, 04, 21, 22, 30, 56","Sena (0 ganhadores), Quina (66 ganhadores), Quadra (6381 ganhadores)"
255,2001-01-20T00:00:00-02:00,,False,True,3734074.48,"16, 19, 20, 32, 44, 55","Sena (0 ganhadores), Quina (80 ganhadores), Quadra (6812 ganhadores)"
256,2001-01-27T00:00:00-02:00,,False,True,5190470.09,"02, 21, 26, 32, 34, 52","Sena (0 ganhadores), Quina (91 ganhadores), Quadra (6319 ganhadores)"
257,2001-02-03T00:00:00-02:00,,False,False,0,"01, 04, 05, 19, 28, 34","Sena (1 ganhadores), Quina (175 ganhadores), Quadra (11706 ganhadores)"
258,2001-02-10T00:00:00-02:00,,False,True,1015099.19,"07, 12, 50, 54, 55, 60","Sena (0 ganhadores), Quina (53 ganhadores), Quadra (3615 ganhadores)"
259,2001-02-17T00:00:00-02:00,,False,True,2195724.03,"13, 15, 20, 33, 43, 58","Sena (0 ganhadores), Quina (65 ganhadores), Quadra (5581 ganhadores)"
260,2001-02-24T00:00:00-03:00,,False,True,17357124.85,"04, 06, 33, 43, 59, 60","Sena (0 ganhadores), Quina (120 ganhadores), Quadra (8956 ganhadores)"
261,2001-03-03T00:00:00-03:00,,False,True,19797765.32,"05, 16, 20, 30, 54, 56","Sena (0 ganhadores), Quina (91 ganhadores), Quadra (7281 ganhadores)"
262,2001-03-10T00:00:00-03:00,,False,True,22991600.18,"11, 20, 48, 53, 58, 60","Sena (0 ganhadores), Quina (108 ganhadores), Quadra (8838 ganhadores)"
263,2001-03-17T00:00:00-03:00,,False,True,27061348.12,"08, 09, 26, 43, 50, 53","Sena (0 ganhadores), Quina (136 ganhadores), Quadra (12752 ganhadores)"
264,2001-03-24T00:00:00-03:00,,False,False,0,"01, 05, 13, 25, 31, 33","Sena (2 ganhadores), Quina (979 ganhadores), Quadra (50364 ganhadores)"
265,2001-03-31T00:00:00-03:00,,False,True,1127161.81,"07, 16, 34, 41, 50, 53","Sena (0 ganhadores), Quina (64 ganhadores), Quadra (3855 ganhadores)"
266,2001-04-07T00:00:00-03:00,,False,True,2442739.49,"02, 23, 38, 46, 48, 54","Sena (0 ganhadores), Quina (89 ganhadores), Quadra (6687 ganhadores)"
267,2001-04-14T00:00:00-03:00,,False,True,3720210.04,"01, 08, 45, 46, 55, 58","Sena (0 ganhadores), Quina (46 ganhadores), Quadra (4076 ganhadores)"
268,2001-04-21T00:00:00-03:00,,False,True,5098601.74,"05, 06, 10, 21, 33, 47","Sena (0 ganhadores), Quina (111 ganhadores), Quadra (10133 ganhadores)"
269,2001-04-28T00:00:00-03:00,,False,True,6697873.66,"17, 18, 19, 25, 49, 52","Sena (0 ganhadores), Quina (110 ganhadores), Quadra (8717 ganhadores)"
270,2001-05-05T00:00:00-03:00,,False,False,0,"05, 09, 27, 35, 40, 45","Sena (1 ganhadores), Quina (228 ganhadores), Quadra (16867 ganhadores)"
271,2001-05-12T00:00:00-03:00,,False,True,1028865.23,"14, 24, 26, 29, 31, 54","Sena (0 ganhadores), Quina (43 ganhadores), Quadra (4385 ganhadores)"
272,2001-05-19T00:00:00-03:00,,False,True,2205988.15,"09, 10, 24, 36, 56, 58","Sena (0 ganhadores), Quina (70 ganhadores), Quadra (5491 ganhadores)"
273,2001-05-26T00:00:00-03:00,,False,False,0,"10, 17, 23, 27, 47, 52","Sena (1 ganhadores), Quina (92 ganhadores), Quadra (7241 ganhadores)"
274,2001-06-02T00:00:00-03:00,,False,True,935192.94,"11, 13, 18, 26, 39, 47","Sena (0 ganhadores), Quina (142 ganhadores), Quadra (7420 ganhadores)"
275,2001-06-09T00:00:00-03:00,,False,True,2061751.1,"16, 19, 30, 37, 38, 48","Sena (0 ganhadores), Quina (41 ganhadores), Quadra (3737 ganhadores)"
276,2001-06-16T00:00:00-03:00,,False,True,3245516.79,"22, 39, 45, 53, 57, 59","Sena (0 ganhadores), Quina (79 ganhadores), Quadra (5172 ganhadores)"
277,2001-06-23T00:00:00-03:00,,False,True,4565490.29,"04, 26, 38, 40, 52, 56","Sena (0 ganhadores), Quina (95 ganhadores), Quadra (5404 ganhadores)"
278,2001-06-30T00:00:00-03:00,,False,True,5975419.1,"10, 15, 18, 22, 31, 55","Sena (0 ganhadores), Quina (99 ganhadores), Quadra (6996 ganhadores)"
279,2001-07-07T00:00:00-03:00,,False,True,7622494.24,"04, 23, 31, 47, 58, 59","Sena (0 ganhadores), Quina (58 ganhadores), Quadra (6137 ganhadores)"
280,2001-07-14T00:00:00-03:00,,False,True,19351758.16,"05, 16, 20, 25, 30, 58","Sena (0 ganhadores), Quina (192 ganhadores), Quadra (14673 ganhadores)"
281,2001-07-21T00:00:00-03:00,,False,False,0,"05, 11, 31, 38, 47, 53","Sena (1 ganhadores), Quina (188 ganhadores), Quadra (12864 ganhadores)"
282,2001-07-28T00:00:00-03:00,,False,False,0,"09, 14, 23, 24, 33, 36","Sena (1 ganhadores), Quina (76 ganhadores), Quadra (6064 ganhadores)"
283,2001-08-01T00:00:00-03:00,,False,False,0,"25, 28, 34, 42, 48, 54","Sena (1 ganhadores), Quina (36 ganhadores), Quadra (2126 ganhadores)"
284,2001-08-04T00:00:00-03:00,,False,False,0,"07, 08, 14, 30, 32, 36","Sena (1 ganhadores), Quina (75 ganhadores), Quadra (5358 ganhadores)"
285,2001-08-08T00:00:00-03:00,,False,True,425869.64,"12, 32, 37, 41, 50, 56","Sena (0 ganhadores), Quina (17 ganhadores), Quadra (1173 ganhadores)"
286,2001-08-11T00:00:00-03:00,,False,True,1398941.94,"29, 35, 37, 44, 47, 56","Sena (0 ganhadores), Quina (59 ganhadores), Quadra (3739 ganhadores)"
287,2001-08-15T00:00:00-03:00,,False,False,0,"03, 13, 25, 33, 47, 60","Sena (1 ganhadores), Quina (110 ganhadores), Quadra (5633 ganhadores)"
288,2001-08-18T00:00:00-03:00,,False,True,860964.72,"06, 09, 11, 17, 18, 50","Sena (0 ganhadores), Quina (82 ganhadores), Quadra (4763 ganhadores)"
289,2001-08-22T00:00:00-03:00,,False,True,1341870.11,"06, 07, 20, 25, 30, 36","Sena (0 ganhadores), Quina (29 ganhadores), Quadra (2197 ganhadores)"
290,2001-08-25T00:00:00-03:00,,False,True,10159688.47,"07, 25, 26, 30, 40, 57","Sena (0 ganhadores), Quina (56 ganhadores), Quadra (4869 ganhadores)"
291,2001-08-29T00:00:00-03:00,,False,True,11117743.68,"05, 16, 17, 18, 22, 41","Sena (0 ganhadores), Quina (71 ganhadores), Quadra (4870 ganhadores)"
292,2001-09-01T00:00:00-03:00,,False,True,12692554.4,"13, 23, 24, 34, 45, 53","Sena (0 ganhadores), Quina (116 ganhadores), Quadra (8670 ganhadores)"
293,2001-09-05T00:00:00-03:00,,False,True,13858457.03,"05, 06, 07, 12, 28, 35","Sena (0 ganhadores), Quina (167 ganhadores), Quadra (10185 ganhadores)"
294,2001-09-08T00:00:00-03:00,,False,False,0,"22, 25, 28, 41, 45, 57","Sena (2 ganhadores), Quina (130 ganhadores), Quadra (7434 ganhadores)"
295,2001-09-12T00:00:00-03:00,,False,True,442466.08,"07, 12, 24, 31, 44, 50","Sena (0 ganhadores), Quina (36 ganhadores), Quadra (2055 ganhadores)"
296,2001-09-15T00:00:00-03:00,,False,True,1367552.68,"03, 20, 42, 46, 51, 52","Sena (0 ganhadores), Quina (29 ganhadores), Quadra (2348 ganhadores)"
297,2001-09-19T00:00:00-03:00,,False,True,1948159.43,"01, 20, 28, 33, 36, 41","Sena (0 ganhadores), Quina (25 ganhadores), Quadra (1920 ganhadores)"
298,2001-09-22T00:00:00-03:00,,False,False,0,"05, 22, 23, 24, 34, 60","Sena (1 ganhadores), Quina (50 ganhadores), Quadra (4372 ganhadores)"
299,2001-09-26T00:00:00-03:00,,False,True,417337.23,"02, 05, 07, 33, 49, 53","Sena (0 ganhadores), Quina (33 ganhadores), Quadra (2049 ganhadores)"
300,2001-09-29T00:00:00-03:00,,False,True,8421199.74,"24, 27, 28, 38, 41, 57","Sena (0 ganhadores), Quina (48 ganhadores), Quadra (4820 ganhadores)"
301,2001-10-03T00:00:00-03:00,,False,True,9414796.91,"09, 26, 48, 49, 57, 58","Sena (0 ganhadores), Quina (28 ganhadores), Quadra (2892 ganhadores)"
302,2001-10-06T00:00:00-03:00,,False,True,11051609.38,"12, 25, 30, 40, 41, 60","Sena (0 ganhadores), Quina (101 ganhadores), Quadra (6361 ganhadores)"
303,2001-10-10T00:00:00-03:00,,False,False,0,"07, 13, 17, 30, 37, 47","Sena (1 ganhadores), Quina (215 ganhadores), Quadra (12861 ganhadores)"
